mode,variant,sample_index,delivery_milliseconds
disk-wal,streaming,87,10.300000
disk-wal,streaming,88,19.200000
disk-wal,streaming,89,12.400000
disk-wal,streaming,90,16.600000
disk-wal,streaming,91,12.600000
disk-wal,streaming,92,19.000000
disk-wal,streaming,93,12.300000
disk-wal,streaming,94,16.800000
disk-wal,streaming,95,13.100000
disk-wal,streaming,96,16.700000
disk-wal,streaming,97,12.900000
disk-wal,streaming,98,18.100000
disk-wal,streaming,99,19.000000
disk-wal,streaming,100,14.800000
disk-wal,buffering-proxy-auto-detection,1,11.700000
disk-wal,buffering-proxy-auto-detection,2,10.200000
disk-wal,buffering-proxy-auto-detection,3,10.300000
disk-wal,buffering-proxy-auto-detection,4,20.600000
disk-wal,buffering-proxy-auto-detection,5,18.000000
disk-wal,buffering-proxy-auto-detection,6,14.800000
disk-wal,buffering-proxy-auto-detection,7,17.800000
disk-wal,buffering-proxy-auto-detection,8,19.000000
disk-wal,buffering-proxy-auto-detection,9,21.000000
disk-wal,buffering-proxy-auto-detection,10,17.900000
disk-wal,buffering-proxy-auto-detection,11,22.900000
disk-wal,buffering-proxy-auto-detection,12,21.400000
disk-wal,buffering-proxy-auto-detection,13,19.600000
disk-wal,buffering-proxy-auto-detection,14,15.800000
disk-wal,buffering-proxy-auto-detection,15,12.900000
disk-wal,buffering-proxy-auto-detection,16,17.000000
disk-wal,buffering-proxy-auto-detection,17,9.500000
disk-wal,buffering-proxy-auto-detection,18,11.000000
disk-wal,buffering-proxy-auto-detection,19,10.300000
disk-wal,buffering-proxy-auto-detection,20,10.300000
disk-wal,buffering-proxy-auto-detection,21,10.600000
disk-wal,buffering-proxy-auto-detection,22,21.000000
disk-wal,buffering-proxy-auto-detection,23,19.300000
disk-wal,buffering-proxy-auto-detection,24,19.800000
disk-wal,buffering-proxy-auto-detection,25,20.300000
disk-wal,buffering-proxy-auto-detection,26,20.500000
disk-wal,buffering-proxy-auto-detection,27,19.300000
disk-wal,buffering-proxy-auto-detection,28,19.200000
disk-wal,buffering-proxy-auto-detection,29,20.700000
disk-wal,buffering-proxy-auto-detection,30,21.500000
disk-wal,buffering-proxy-auto-detection,31,18.800000
disk-wal,buffering-proxy-auto-detection,32,20.200000
disk-wal,buffering-proxy-auto-detection,33,20.400000
disk-wal,buffering-proxy-auto-detection,34,20.500000
disk-wal,buffering-proxy-auto-detection,35,20.400000
disk-wal,buffering-proxy-auto-detection,36,18.200000
disk-wal,buffering-proxy-auto-detection,37,20.100000
disk-wal,buffering-proxy-auto-detection,38,21.500000
disk-wal,buffering-proxy-auto-detection,39,18.900000
disk-wal,buffering-proxy-auto-detection,40,20.900000
disk-wal,buffering-proxy-auto-detection,41,19.900000
disk-wal,buffering-proxy-auto-detection,42,19.500000
disk-wal,buffering-proxy-auto-detection,43,19.600000
disk-wal,buffering-proxy-auto-detection,44,21.000000
disk-wal,buffering-proxy-auto-detection,45,20.400000
disk-wal,buffering-proxy-auto-detection,46,18.500000
disk-wal,buffering-proxy-auto-detection,47,21.600000
