mode,variant,sample_index,delivery_milliseconds
disk-wal,streaming,67,11.100000
disk-wal,streaming,68,10.500000
disk-wal,streaming,69,11.500000
disk-wal,streaming,70,16.100000
disk-wal,streaming,71,10.300000
disk-wal,streaming,72,12.000000
disk-wal,streaming,73,18.600000
disk-wal,streaming,74,13.400000
disk-wal,streaming,75,16.600000
disk-wal,streaming,76,12.200000
disk-wal,streaming,77,18.500000
disk-wal,streaming,78,19.100000
disk-wal,streaming,79,13.100000
disk-wal,streaming,80,17.100000
disk-wal,streaming,81,12.300000
disk-wal,streaming,82,17.600000
disk-wal,streaming,83,13.800000
disk-wal,streaming,84,16.100000
disk-wal,streaming,85,12.800000
disk-wal,streaming,86,17.200000
disk-wal,streaming,87,12.100000
disk-wal,streaming,88,17.800000
disk-wal,streaming,89,12.700000
disk-wal,streaming,90,17.600000
disk-wal,streaming,91,13.600000
disk-wal,streaming,92,15.900000
disk-wal,streaming,93,12.300000
disk-wal,streaming,94,18.100000
disk-wal,streaming,95,13.100000
disk-wal,streaming,96,17.000000
disk-wal,streaming,97,13.000000
disk-wal,streaming,98,17.200000
disk-wal,streaming,99,12.300000
disk-wal,streaming,100,17.600000
disk-wal,buffering-proxy-auto-detection,1,19.000000
disk-wal,buffering-proxy-auto-detection,2,19.400000
disk-wal,buffering-proxy-auto-detection,3,21.400000
disk-wal,buffering-proxy-auto-detection,4,19.200000
disk-wal,buffering-proxy-auto-detection,5,20.300000
disk-wal,buffering-proxy-auto-detection,6,19.800000
disk-wal,buffering-proxy-auto-detection,7,20.100000
disk-wal,buffering-proxy-auto-detection,8,19.600000
disk-wal,buffering-proxy-auto-detection,9,22.400000
disk-wal,buffering-proxy-auto-detection,10,20.400000
disk-wal,buffering-proxy-auto-detection,11,16.700000
disk-wal,buffering-proxy-auto-detection,12,21.300000
disk-wal,buffering-proxy-auto-detection,13,22.200000
disk-wal,buffering-proxy-auto-detection,14,17.800000
disk-wal,buffering-proxy-auto-detection,15,20.100000
disk-wal,buffering-proxy-auto-detection,16,18.100000
disk-wal,buffering-proxy-auto-detection,17,14.100000
disk-wal,buffering-proxy-auto-detection,18,17.300000
disk-wal,buffering-proxy-auto-detection,19,19.600000
disk-wal,buffering-proxy-auto-detection,20,19.900000
disk-wal,buffering-proxy-auto-detection,21,21.600000
disk-wal,buffering-proxy-auto-detection,22,19.200000
disk-wal,buffering-proxy-auto-detection,23,21.300000
disk-wal,buffering-proxy-auto-detection,24,19.000000
disk-wal,buffering-proxy-auto-detection,25,23.100000
disk-wal,buffering-proxy-auto-detection,26,20.900000
